word,p1,p2,p3,p4,p5,p6,p7,p8
ರೋಗಿ,ರೋಗಿ,ರೋಗಿಯನ್ನು,ರೋಗಿಯಿಂದ,ರೋಗಿಗೆ,ರೋಗಿಯಿಂದ,ರೋಗಿಯ,ರೋಗಿಯಲ್ಲಿ,ರೋಗಿಯೇ
ಪಾಲಕ,ಪಾಲಕ,ಪಾಲಕನನ್ನು,ಪಾಲಕನಿಂದ,ಪಾಲಕನಿಗೆ,ಪಾಲಕನಿಂದ,ಪಾಲಕನ,ಪಾಲಕನಲ್ಲಿ,ಪಾಲಕನೇ
ಸೇವೆಕ,ಸೇವಕ,ಸೇವಕನನ್ನು,ಸೇವಕನಿಂದ,ಸೇವಕನಿಗೆ,ಸೇವಕನಿಂದ,ಸೇವಕನ,ಸೇವಕನಲ್ಲಿ,ಸೇವಕನೇ
ಉದ್ಯೋಗಿ,ಉದ್ಯೋಗಿ,ಉದ್ಯೋಗಿಯನ್ನು,ಉದ್ಯೋಗಿಯಿಂದ,ಉದ್ಯೋಗಿಗೆ,ಉದ್ಯೋಗಿಯಿಂದ,ಉದ್ಯೋಗಿಯ,ಉದ್ಯೋಗಿಯಲ್ಲಿ,ಉದ್ಯೋಗಿಯೇ
ವ್ಯವಸ್ಥಾಪಕ,ವ್ಯವಸ್ಥಾಪಕ,ವ್ಯವಸ್ಥಾಪಕನನ್ನು,ವ್ಯವಸ್ಥಾಪಕನಿಂದ,ವ್ಯವಸ್ಥಾಪಕನಿಗೆ,ವ್ಯವಸ್ಥಾಪಕನಿಂದ,ವ್ಯವಸ್ಥಾಪಕನ,ವ್ಯವಸ್ಥಾಪಕನಲ್ಲಿ,ವ್ಯವಸ್ಥಾಪಕನೇ
ಲೇಖಕ,ಲೇಖಕ,ಲೇಖಕನನ್ನು,ಲೇಖಕನಿಂದ,ಲೇಖಕನಿಗೆ,ಲೇಖಕನಿಂದ,ಲೇಖಕನ,ಲೇಖಕನಲ್ಲಿ,ಲೇಖಕನೇ
ಚಿತ್ರಕಾರ,ಚಿತ್ರಕಾರ,ಚಿತ್ರಕಾರನನ್ನು,ಚಿತ್ರಕಾರನಿಂದ,ಚಿತ್ರಕಾರನಿಗೆ,ಚಿತ್ರಕಾರನಿಂದ,ಚಿತ್ರಕಾರನ,ಚಿತ್ರಕಾರನಲ್ಲಿ,ಚಿತ್ರಕಾರನೇ
ಬೋಧಕ,ಬೋಧಕ,ಬೋಧಕನನ್ನು,ಬೋಧಕನಿಂದ,ಬೋಧಕನಿಗೆ,ಬೋಧಕನಿಂದ,ಬೋಧಕನ,ಬೋಧಕನಲ್ಲಿ,ಬೋಧಕನೇ
ಗಾಯಕ,ಗಾಯಕ,ಗಾಯಕನನ್ನು,ಗಾಯಕನಿಂದ,ಗಾಯಕನಿಗೆ,ಗಾಯಕನಿಂದ,ಗಾಯಕನ,ಗಾಯಕನಲ್ಲಿ,ಗಾಯಕನೇ
ನರ್ತಕ,ನರ್ತಕ,ನರ್ತಕನನ್ನು,ನರ್ತಕನಿಂದ,ನರ್ತಕನಿಗೆ,ನರ್ತಕನಿಂದ,ನರ್ತಕನ,ನರ್ತಕನಲ್ಲಿ,ನರ್ತಕನೇ
ಪ್ರಚಾರಕ,ಪ್ರಚಾರಕ,ಪ್ರಚಾರಕನನ್ನು,ಪ್ರಚಾರಕನಿಂದ,ಪ್ರಚಾರಕನಿಗೆ,ಪ್ರಚಾರಕನಿಂದ,ಪ್ರಚಾರಕನ,ಪ್ರಚಾರಕನಲ್ಲಿ,ಪ್ರಚಾರಕನೇ
ತಜ್ಞ,ತಜ್ಞ,ತಜ್ಞನನ್ನು,ತಜ್ಞನಿಂದ,ತಜ್ಞನಿಗೆ,ತಜ್ಞನಿಂದ,ತಜ್ಞನ,ತಜ್ಞನಲ್ಲಿ,ತಜ್ಞನೇ
ಸಂಶೋಧಕ,ಸಂಶೋಧಕ,ಸಂಶೋಧಕನನ್ನು,ಸಂಶೋಧಕನಿಂದ,ಸಂಶೋಧಕನಿಗೆ,ಸಂಶೋಧಕನಿಂದ,ಸಂಶೋಧಕನ,ಸಂಶೋಧಕನಲ್ಲಿ,ಸಂಶೋಧಕನೇ
ಚಾಲಕ,ಚಾಲಕ,ಚಾಲಕನನ್ನು,ಚಾಲಕನಿಂದ,ಚಾಲಕನಿಗೆ,ಚಾಲಕನಿಂದ,ಚಾಲಕನ,ಚಾಲಕನಲ್ಲಿ,ಚಾಲಕನೇ
ನಾಗರಿಕ,ನಾಗರಿಕ,ನಾಗರಿಕನನ್ನು,ನಾಗರಿಕನಿಂದ,ನಾಗರಿಕನಿಗೆ,ನಾಗರಿಕನಿಂದ,ನಾಗರಿಕನ,ನಾಗರಿಕನಲ್ಲಿ,ನಾಗರಿಕನೇ
ನೇತಾರ,ನೇತಾರ,ನೇತಾರನನ್ನು,ನೇತಾರನಿಂದ,ನೇತಾರನಿಗೆ,ನೇತಾರನಿಂದ,ನೇತಾರನ,ನೇತಾರನಲ್ಲಿ,ನೇತಾರನೇ
ಪೌರ,ಪೌರ,ಪೌರನನ್ನು,ಪೌರನಿಂದ,ಪೌರನಿಗೆ,ಪೌರನಿಂದ,ಪೌರನ,ಪೌರನಲ್ಲಿ,ಪೌರನೇ
ಸಹಕಾರಿ,ಸಹಕಾರಿ,ಸಹಕಾರಿಯನ್ನು,ಸಹಕಾರಿಯಿಂದ,ಸಹಕಾರಿಗೆ,ಸಹಕಾರಿಯಿಂದ,ಸಹಕಾರಿಯ,ಸಹಕಾರಿಯಲ್ಲಿ,ಸಹಕಾರಿಯೇ
ಮಾನವ,ಮಾನವ,ಮಾನವನನ್ನು,ಮಾನವನಿಂದ,ಮಾನವನಿಗೆ,ಮಾನವನಿಂದ,ಮಾನವನ,ಮಾನವನಲ್ಲಿ,ಮಾನವನೇ
ಸ್ನೇಹಿತ,ಸ್ನೇಹಿತ,ಸ್ನೇಹಿತನನ್ನು,ಸ್ನೇಹಿತನಿಂದ,ಸ್ನೇಹಿತನಿಗೆ,ಸ್ನೇಹಿತನಿಂದ,ಸ್ನೇಹಿತನ,ಸ್ನೇಹಿತನಲ್ಲಿ,ಸ್ನೇಹಿತನೇ
ಸಂತೆ,ಸಂತೆ,ಸಂತೆಯನ್ನು,ಸಂತೆಯಿಂದ,ಸಂತೆಗೆ,ಸಂತೆಯಿಂದ,ಸಂತೆಯ,ಸಂತೆಯಲ್ಲಿ,ಸಂತೆಯೇ
ಬೆಂಬಲಿಗ,ಬೆಂಬಲಿಗ,ಬೆಂಬಲಿಗನನ್ನು,ಬೆಂಬಲಿಗನಿಂದ,ಬೆಂಬಲಿಗನಿಗೆ,ಬೆಂಬಲಿಗನಿಂದ,ಬೆಂಬಲಿಗನ,ಬೆಂಬಲಿಗನಲ್ಲಿ,ಬೆಂಬಲಿಗನೇ
ಕಾರ್ಯಕರ್ತ,ಕಾರ್ಯಕರ್ತ,ಕಾರ್ಯಕರ್ತನನ್ನು,ಕಾರ್ಯಕರ್ತನಿಂದ,ಕಾರ್ಯಕರ್ತನಿಗೆ,ಕಾರ್ಯಕರ್ತನಿಂದ,ಕಾರ್ಯಕರ್ತನ,ಕಾರ್ಯಕರ್ತನಲ್ಲಿ,ಕಾರ್ಯಕರ್ತನೇ
ಮಾರ್ಗದರ್ಶಿ,ಮಾರ್ಗದರ್ಶಿ,ಮಾರ್ಗದರ್ಶಿಯನ್ನು,ಮಾರ್ಗದರ್ಶಿಯಿಂದ,ಮಾರ್ಗದರ್ಶಿಗೆ,ಮಾರ್ಗದರ್ಶಿಯಿಂದ,ಮಾರ್ಗದರ್ಶಿಯ,ಮಾರ್ಗದರ್ಶಿಯಲ್ಲಿ,ಮಾರ್ಗದರ್ಶಿಯೇ
ಶುಶ್ರೂಷಕ,ಶುಶ್ರೂಷಕ,ಶುಶ್ರೂಷಕನನ್ನು,ಶುಶ್ರೂಷಕನಿಂದ,ಶುಶ್ರೂಷಕನಿಗೆ,ಶುಶ್ರೂಷಕನಿಂದ,ಶುಶ್ರೂಷಕನ,ಶುಶ್ರೂಷಕನಲ್ಲಿ,ಶುಶ್ರೂಷಕನೇ
ಕಲೆಗಾರ,ಕಲೆಗಾರ,ಕಲೆಗಾರನನ್ನು,ಕಲೆಗಾರನಿಂದ,ಕಲೆಗಾರನಿಗೆ,ಕಲೆಗಾರನಿಂದ,ಕಲೆಗಾರನ,ಕಲೆಗಾರನಲ್ಲಿ,ಕಲೆಗಾರನೇ
ರೋಗಗ್ರಸ್ತ,ರೋಗಗ್ರಸ್ತ,ರೋಗಗ್ರಸ್ತನನ್ನು,ರೋಗಗ್ರಸ್ತನಿಂದ,ರೋಗಗ್ರಸ್ತನಿಗೆ,ರೋಗಗ್ರಸ್ತನಿಂದ,ರೋಗಗ್ರಸ್ತನ,ರೋಗಗ್ರಸ್ತನಲ್ಲಿ,ರೋಗಗ್ರಸ್ತನೇ
ಜನ,ಜನ,ಜನರನ್ನು,ಜನರಿಂದ,ಜನರಿಗೆ,ಜನರಿಂದ,ಜನರ,ಜನರಲ್ಲಿ,ಜನರೇ
ಸಾರ್ವಜನಿಕ,ಸಾರ್ವಜನಿಕ,ಸಾರ್ವಜನಿಕನನ್ನು,ಸಾರ್ವಜನಿಕನಿಂದ,ಸಾರ್ವಜನಿಕನಿಗೆ,ಸಾರ್ವಜನಿಕನಿಂದ,ಸಾರ್ವಜನಿಕನ,ಸಾರ್ವಜನಿಕನಲ್ಲಿ,ಸಾರ್ವಜನಿಕನೇ
ಪಡೆ,ಪಡೆ,ಪಡೆಯನ್ನು,ಪಡೆಯಿಂದ,ಪಡೆಗೆ,ಪಡೆಯಿಂದ,ಪಡೆಯ,ಪಡೆಯಲಿ,ಪಡೆಯೆ
ಯೋಜಕ,ಯೋಜಕ,ಯೋಜಕನನ್ನು,ಯೋಜಕನಿಂದ,ಯೋಜಕನಿಗೆ,ಯೋಜಕನಿಂದ,ಯೋಜಕನ,ಯೋಜಕನಲ್ಲಿ,ಯೋಜಕನೇ
ಪತ್ರಕರ್ತ,ಪತ್ರಕರ್ತ,ಪತ್ರಕರ್ತನನ್ನು,ಪತ್ರಕರ್ತನಿಂದ,ಪತ್ರಕರ್ತನಿಗೆ,ಪತ್ರಕರ್ತನಿಂದ,ಪತ್ರಕರ್ತನ,ಪತ್ರಕರ್ತನಲ್ಲಿ,ಪತ್ರಕರ್ತನೇ
ಸಂಯೋಜಕ,ಸಂಯೋಜಕ,ಸಂಯೋಜಕನನ್ನು,ಸಂಯೋಜಕನಿಂದ,ಸಂಯೋಜಕನಿಗೆ,ಸಂಯೋಜಕನಿಂದ,ಸಂಯೋಜಕನ,ಸಂಯೋಜಕನಲ್ಲಿ,ಸಂಯೋಜಕನೇ
ಅಭಿಮಾನಿ,ಅಭಿಮಾನಿ,ಅಭಿಮಾನಿಯನ್ನು,ಅಭಿಮಾನಿಯಿಂದ,ಅಭಿಮಾನಿಗೆ,ಅಭಿಮಾನಿಯಿಂದ,ಅಭಿಮಾನಿಯ,ಅಭಿಮಾನಿಯಲ್ಲಿ,ಅಭಿಮಾನಿಯೇ
ಮಗು,ಮಗು,ಮಗುವನ್ನು,ಮಗುವಿನಿಂದ,ಮಗುವಿಗೆ,ಮಗುವಿನಿಂದ,ಮಗುವಿನ,ಮಗುವಿನಲ್ಲಿ,ಮಗುವೇ
ಕೌಟುಂಬಿಕ,ಕೌಟುಂಬಿಕ,ಕೌಟುಂಬಿಕನನ್ನು,ಕೌಟುಂಬಿಕನಿಂದ,ಕೌಟುಂಬಿಕನಿಗೆ,ಕೌಟುಂಬಿಕನಿಂದ,ಕೌಟುಂಬಿಕನ,ಕೌಟುಂಬಿಕನಲ್ಲಿ,ಕೌಟುಂಬಿಕನೇ
ಕಲ್ಲ,ಕಲ್ಲ,ಕಲ್ಲನ್ನು,ಕಲ್ಲಿನಿಂದ,ಕಲ್ಲಿಗೆ,ಕಲ್ಲಿನಿಂದ,ಕಲ್ಲಿನ,ಕಲ್ಲಿನಲ್ಲಿ,ಕಲ್ಲೇ
ದಿನ,ದಿನ,ದಿನವನ್ನು,ದಿನದಿಂದ,ದಿನಕ್ಕೆ,ದಿನದಿಂದ,ದಿನದ,ದಿನದಲ್ಲಿ,ದಿನವೇ
ಪುಷ್ಪ,ಪುಷ್ಪ,ಪುಷ್ಪವನ್ನು,ಪುಷ್ಪದಿಂದ,ಪುಷ್ಪಕ್ಕೆ,ಪುಷ್ಪದಿಂದ,ಪುಷ್ಪದ,ಪುಷ್ಪದಲ್ಲಿ,ಪುಷ್ಪವೇ
ಜಲ,ಜಲ,ಜಲವನ್ನು,ಜಲದಿಂದ,ಜಲಕ್ಕೆ,ಜಲದಿಂದ,ಜಲದ,ಜಲದಲ್ಲಿ,ಜಲವೇ
ಬೆಂಕಿ,ಬೆಂಕಿ,ಬೆಂಕಿಯನ್ನು,ಬೆಂಕಿಯಿಂದ,ಬೆಂಕಿಗೆ,ಬೆಂಕಿಯಿಂದ,ಬೆಂಕಿಯ,ಬೆಂಕಿಯಲ್ಲಿ,ಬೆಂಕಿಯೇ
ನೀಲಿ,ನೀಲಿ,ನೀಲಿಯನ್ನು,ನೀಲಿಯಿಂದ,ನೀಲಿಗೆ,ನೀಲಿಯಿಂದ,ನೀಲಿಯ,ನೀಲಿಯಲ್ಲಿ,ನೀಲಿಯೇ
ಕೋಳಿ,ಕೋಳಿ,ಕೋಳಿಯನ್ನು,ಕೋಳಿಯಿಂದ,ಕೋಳಿಗೆ,ಕೋಳಿಯಿಂದ,ಕೋಳಿಯ,ಕೋಳಿಯಲ್ಲಿ,ಕೋಳಿಯೇ
ಮೀನು,ಮೀನು,ಮೀನನ್ನು,ಮೀನಿನಿಂದ,ಮೀನಿಗೆ,ಮೀನಿನಿಂದ,ಮೀನಿನ,ಮೀನಿನಲ್ಲಿ,ಮೀನೇ
ಮಾತು,ಮಾತು,ಮಾತನ್ನು,ಮಾತಿನಿಂದ,ಮಾತಿಗೆ,ಮಾತಿನಿಂದ,ಮಾತಿನ,ಮಾತಿನಲ್ಲಿ,ಮಾತೇ
ವಿಷ,ವಿಷ,ವಿಷವನ್ನು,ವಿಷದಿಂದ,ವಿಷಕ್ಕೆ,ವಿಷದಿಂದ,ವಿಷದ,ವಿಷದಲ್ಲಿ,ವಿಷವೇ
ಅಮೃತ,ಅಮೃತ,ಅಮೃತವನ್ನು,ಅಮೃತದಿಂದ,ಅಮೃತಕ್ಕೆ,ಅಮೃತದಿಂದ,ಅಮೃತದ,ಅಮೃತದಲ್ಲಿ,ಅಮೃತವೇ
ಒಡವೆ,ಒಡವೆ,ಒಡವೆಯನ್ನು,ಒಡವೆಯಿಂದ,ಒಡವೆಗೆ,ಒಡವೆಯಿಂದ,ಒಡವೆಯ,ಒಡವೆಯಲ್ಲಿ,ಒಡವೆಯೇ
ದಿಕ್ಕು,ದಿಕ್ಕು,ದಿಕ್ಕನ್ನು,ದಿಕ್ಕಿನಿಂದ,ದಿಕ್ಕಿಗೆ,ದಿಕ್ಕಿನಿಂದ,ದಿಕ್ಕಿನ,ದಿಕ್ಕಿನಲ್ಲಿ,ದಿಕ್ಕೇ
ತಪ್ಪ,ತಪ್ಪ,ತಪ್ಪನ್ನು,ತಪ್ಪಿನಿಂದ,ತಪ್ಪಿಗೆ,ತಪ್ಪಿನಿಂದ,ತಪ್ಪಿನ,ತಪ್ಪಿನಲ್ಲಿ,ತಪ್ಪೇ
ಧ್ವನಿ,ಧ್ವನಿ,ಧ್ವನಿಯನ್ನು,ಧ್ವನಿಯಿಂದ,ಧ್ವನಿಗೆ,ಧ್ವನಿಯಿಂದ,ಧ್ವನಿಯ,ಧ್ವನಿಯಲ್ಲಿ,ಧ್ವನಿಯೇ
ಶಕ್ತಿ,ಶಕ್ತಿ,ಶಕ್ತಿಯನ್ನು,ಶಕ್ತಿಯಿಂದ,ಶಕ್ತಿಗೆ,ಶಕ್ತಿಯಿಂದ,ಶಕ್ತಿಯ,ಶಕ್ತಿಯಲ್ಲಿ,ಶಕ್ತಿಯೇ
ರಕ್ಷಣಾ,ರಕ್ಷಣಾ,ರಕ್ಷಣೆಯನ್ನು,ರಕ್ಷಣೆಯಿಂದ,ರಕ್ಷಣೆಗೆ,ರಕ್ಷಣೆಯಿಂದ,ರಕ್ಷಣೆಯ,ರಕ್ಷಣೆಯಲ್ಲಿ,ರಕ್ಷಣೆಯೇ
ಗತಿ,ಗತಿ,ಗತಿಯನ್ನು,ಗತಿಯಿಂದ,ಗತಿಗೆ,ಗತಿಯಿಂದ,ಗತಿಯ,ಗತಿಯಲ್ಲಿ,ಗತಿಯೇ
ಬುದ್ಧಿ,ಬುದ್ಧಿ,ಬುದ್ಧಿಯನ್ನು,ಬುದ್ಧಿಯಿಂದ,ಬುದ್ಧಿಗೆ,ಬುದ್ಧಿಯಿಂದ,ಬುದ್ಧಿಯ,ಬುದ್ಧಿಯಲ್ಲಿ,ಬುದ್ಧಿಯೇ
ನಡತೆ,ನಡತೆ,ನಡತೆಯನ್ನು,ನಡತೆಯಿಂದ,ನಡತೆಗೆ,ನಡತೆಯಿಂದ,ನಡತೆಯ,ನಡತೆಯಲ್ಲಿ,ನಡತೆಯೇ
ಆಸೆ,ಆಸೆ,ಆಸೆಯನ್ನು,ಆಸೆಯಿಂದ,ಆಸೆಗೆ,ಆಸೆಯಿಂದ,ಆಸೆಯ,ಆಸೆಯಲ್ಲಿ,ಆಸೆಯೇ
ಗಡಿ,ಗಡಿ,ಗಡಿಯನ್ನು,ಗಡಿಯಿಂದ,ಗಡಿಗೆ,ಗಡಿಯಿಂದ,ಗಡಿಯ,ಗಡಿಯಲ್ಲಿ,ಗಡಿಯೇ
ಕತ್ತಲೆ,ಕತ್ತಲೆ,ಕತ್ತಲೆಯನ್ನು,ಕತ್ತಲೆಯಿಂದ,ಕತ್ತಲೆಗೆ,ಕತ್ತಲೆಯಿಂದ,ಕತ್ತಲೆಯ,ಕತ್ತಲೆಯಲ್ಲಿ,ಕತ್ತಲೆಯೇ
ನಕ್ಷೆ,ನಕ್ಷೆ,ನಕ್ಷೆಯನ್ನು,ನಕ್ಷೆಯಿಂದ,ನಕ್ಷೆಗೆ,ನಕ್ಷೆಯಿಂದ,ನಕ್ಷೆಯ,ನಕ್ಷೆಯಲ್ಲಿ,ನಕ್ಷೆಯೇ
ಪಕ್ಷ,ಪಕ್ಷ,ಪಕ್ಷವನ್ನು,ಪಕ್ಷದಿಂದ,ಪಕ್ಷಕ್ಕೆ,ಪಕ್ಷದಿಂದ,ಪಕ್ಷದ,ಪಕ್ಷದಲ್ಲಿ,ಪಕ್ಷವೇ
ವೇಗ,ವೇಗ,ವೇಗವನ್ನು,ವೇಗದಿಂದ,ವೇಗಕ್ಕೆ,ವೇಗದಿಂದ,ವೇಗದ,ವೇಗದಲ್ಲಿ,ವೇಗವೇ
ಪ್ರತಿ,ಪ್ರತಿ,ಪ್ರತಿಯನ್ನು,ಪ್ರತಿಯಿಂದ,ಪ್ರತಿಗೆ,ಪ್ರತಿಯಿಂದ,ಪ್ರತಿಯ,ಪ್ರತಿಯಲ್ಲಿ,ಪ್ರತಿಯೇ
ಒಳಗೆ,ಒಳಗೆ,ಒಳಗನ್ನು,ಒಳಗಿನಿಂದ,ಒಳಗಿಗೆ,ಒಳಗಿನಿಂದ,ಒಳಗಿನ,ಒಳಗಿನಲ್ಲಿ,ಒಳಗೇ
ಹೊರಗೆ,ಹೊರಗೆ,ಹೊರಗನ್ನು,ಹೊರಗಿನಿಂದ,ಹೊರಗಿಗೆ,ಹೊರಗಿನಿಂದ,ಹೊರಗಿನ,ಹೊರಗಿನಲ್ಲಿ,ಹೊರಗೇ
ಮೇಲೆ,ಮೇಲೆ,ಮೇಲನ್ನು,ಮೇಲಿನಿಂದ,ಮೇಲಿಗೆ,ಮೇಲಿನಿಂದ,ಮೇಲಿನ,ಮೇಲಿನಲ್ಲಿ,ಮೇಲೇ
ಕೆಳಗೆ,ಕೆಳಗೆ,ಕೆಳಗನ್ನು,ಕೆಳಗಿನಿಂದ,ಕೆಳಗಿಗೆ,ಕೆಳಗಿನಿಂದ,ಕೆಳಗಿನ,ಕೆಳಗಿನಲ್ಲಿ,ಕೆಳಗೆ
ದಾರಿ,ದಾರಿ,ದಾರಿಯನ್ನು,ದಾರಿಯಿಂದ,ದಾರಿಗೆ,ದಾರಿಯಿಂದ,ದಾರಿಯ,ದಾರಿಯಲ್ಲಿ,ದಾರಿಯೇ
ಭಾವ,ಭಾವ,ಭಾವವನ್ನು,ಭಾವದಿಂದ,ಭಾವಕ್ಕೆ,ಭಾವದಿಂದ,ಭಾವದ,ಭಾವದಲ್ಲಿ,ಭಾವವೇ
ಕ್ಷೇತ್ರ,ಕ್ಷೇತ್ರ,ಕ್ಷೇತ್ರವನ್ನು,ಕ್ಷೇತ್ರದಿಂದ,ಕ್ಷೇತ್ರಕ್ಕೆ,ಕ್ಷೇತ್ರದಿಂದ,ಕ್ಷೇತ್ರದ,ಕ್ಷೇತ್ರದಲ್ಲಿ,ಕ್ಷೇತ್ರವೇ
ಚಿನ್ನ,ಚಿನ್ನ,ಚಿನ್ನವನ್ನು,ಚಿನ್ನದಿಂದ,ಚಿನ್ನಕ್ಕೆ,ಚಿನ್ನದಿಂದ,ಚಿನ್ನದ,ಚಿನ್ನದಲ್ಲಿ,ಚಿನ್ನವೇ
ಬೆಳ್ಳಿ,ಬೆಳ್ಳಿ,ಬೆಳ್ಳಿಯನ್ನು,ಬೆಳ್ಳಿಯಿಂದ,ಬೆಳ್ಳಿಗೆ,ಬೆಳ್ಳಿಯಿಂದ,ಬೆಳ್ಳಿಯ,ಬೆಳ್ಳಿಯಲ್ಲಿ,ಬೆಳ್ಳಿಯೇ
ಕಷ್ಟ,ಕಷ್ಟ,ಕಷ್ಟವನ್ನು,ಕಷ್ಟದಿಂದ,ಕಷ್ಟಕ್ಕೆ,ಕಷ್ಟದಿಂದ,ಕಷ್ಟದ,ಕಷ್ಟದಲ್ಲಿ,ಕಷ್ಟವೇ
ಸುಖ,ಸುಖ,ಸುಖವನ್ನು,ಸುಖದಿಂದ,ಸುಖಕ್ಕೆ,ಸುಖದಿಂದ,ಸುಖದ,ಸುಖದಲ್ಲಿ,ಸುಖವೇ
ಅನುಭವ,ಅನುಭವ,ಅನುಭವವನ್ನು,ಅನುಭವದಿಂದ,ಅನುಭವಕ್ಕೆ,ಅನುಭವದಿಂದ,ಅನುಭವದ,ಅನುಭವದಲ್ಲಿ,ಅನುಭವವೇ
ಸಾಲ,ಸಾಲ,ಸಾಲವನ್ನು,ಸಾಲದಿಂದ,ಸಾಲಕ್ಕೆ,ಸಾಲದಿಂದ,ಸಾಲದ,ಸಾಲದಲ್ಲಿ,ಸಾಲವೇ
ಬೆಳೆ,ಬೆಳೆ,ಬೆಳೆಯನ್ನು,ಬೆಳೆಯಿಂದ,ಬೆಳೆಗೆ,ಬೆಳೆಯಿಂದ,ಬೆಳೆಯ,ಬೆಳೆಯಲ್ಲಿ,ಬೆಳೆಯೇ
ಅಂಶ,ಅಂಶ,ಅಂಶವನ್ನು,ಅಂಶದಿಂದ,ಅಂಶಕ್ಕೆ,ಅಂಶದಿಂದ,ಅಂಶದ,ಅಂಶದಲ್ಲಿ,ಅಂಶವೇ
ಸಮೂಹ,ಸಮೂಹ,ಸಮೂಹವನ್ನು,ಸಮೂಹದಿಂದ,ಸಮೂಹಕ್ಕೆ,ಸಮೂಹದಿಂದ,ಸಮೂಹದ,ಸಮೂಹದಲ್ಲಿ,ಸಮೂಹವೇ
ಸೇಡು,ಸೇಡು,ಸೇಡನ್ನು,ಸೇಡಿನಿಂದ,ಸೇಡಿಗೆ,ಸೇಡಿನಿಂದ,ಸೇಡಿನ,ಸೇಡಿನಲ್ಲಿ,ಸೇಡೇ
ವಿಚಾರ,ವಿಚಾರ,ವಿಚಾರವನ್ನು,ವಿಚಾರದಿಂದ,ವಿಚಾರಕ್ಕೆ,ವಿಚಾರದಿಂದ,ವಿಚಾರದ,ವಿಚಾರದಲ್ಲಿ,ವಿಚಾರವೇ
ಪುರ,ಪುರ,ಪುರವನ್ನು,ಪುರದಿಂದ,ಪುರಕ್ಕೆ,ಪುರದಿಂದ,ಪುರದ,ಪುರದಲ್ಲಿ,ಪುರವೇ
ದೀಪ,ದೀಪ,ದೀಪವನ್ನು,ದೀಪದಿಂದ,ದೀಪಕ್ಕೆ,ದೀಪದಿಂದ,ದೀಪದ,ದೀಪದಲ್ಲಿ,ದೀಪವೇ
ಮೋಡ,ಮೋಡ,ಮೋಡವನ್ನು,ಮೋಡದಿಂದ,ಮೋಡಕ್ಕೆ,ಮೋಡದಿಂದ,ಮೋಡದ,ಮೋಡದಲ್ಲಿ,ಮೋಡವೇ
